"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
8.586819623E2,6.517867345E1,2.533315878E1,-3.168705463E0,2.410000086E0,1.946000061E2,9.935046196E0,2.500000000E0
8.596816100E2,6.517865313E1,2.533315106E1,-3.187251707E0,2.410000086E0,1.923000031E2,9.935046196E0,2.500000000E0
8.606821353E2,6.517863262E1,2.533314969E1,-3.493333131E0,2.400000095E0,1.876999969E2,9.935046196E0,2.500000000E0
8.616813961E2,6.517861153E1,2.533314500E1,-3.508826591E0,2.390000105E0,1.880000000E2,9.935046196E0,2.500000000E0
8.626817725E2,6.517859257E1,2.533313509E1,-3.907134716E0,2.380000114E0,1.895000000E2,9.935046196E0,2.500000000E0
8.636822090E2,6.517857267E1,2.533311964E1,-3.355797554E0,2.369999886E0,1.958999939E2,9.935046196E0,2.500000000E0
8.646815382E2,6.517855385E1,2.533310898E1,-3.593400340E0,2.349999905E0,1.916000061E2,9.935046196E0,2.500000000E0
8.656821301E2,6.517853527E1,2.533309516E1,-3.887400400E0,2.349999905E0,1.956999969E2,9.935046196E0,2.500000000E0
8.666817892E2,6.517851635E1,2.533308470E1,-4.078006023E0,2.329999924E0,1.923999939E2,9.935046196E0,2.500000000E0
8.676813600E2,6.517849660E1,2.533307556E1,-3.989619255E0,2.349999905E0,1.908999939E2,9.935046196E0,2.500000000E0
8.686816143E2,6.517847647E1,2.533306635E1,-4.068712782E0,2.339999914E0,1.926999969E2,9.935046196E0,2.500000000E0
8.696823344E2,6.517845529E1,2.533306124E1,-3.939186754E0,2.349999905E0,1.886999969E2,9.935046196E0,2.500000000E0
8.706820119E2,6.517843382E1,2.533305898E1,-4.327543278E0,2.349999905E0,1.836999969E2,9.935046196E0,2.500000000E0
8.716816945E2,6.517841334E1,2.533304383E1,-3.938070995E0,2.390000105E0,1.956999969E2,9.935046196E0,2.500000000E0
8.726820176E2,6.517839404E1,2.533303320E1,-3.283888866E0,2.329999924E0,1.911999969E2,9.935046196E0,2.500000000E0
8.736817364E2,6.517837516E1,2.533302082E1,-3.353706340E0,2.299999952E0,1.963999939E2,9.935046196E0,2.500000000E0
8.746822101E2,6.517835502E1,2.533301368E1,-3.525206648E0,2.319999933E0,1.910000000E2,9.935046196E0,2.500000000E0
8.756817889E2,6.517833593E1,2.533301025E1,-4.204458155E0,2.309999943E0,1.851000061E2,9.935046196E0,2.500000000E0
8.766817581E2,6.517831537E1,2.533301262E1,-3.500040711E0,2.319999933E0,1.791999969E2,9.935046196E0,2.500000000E0
8.776817717E2,6.517829571E1,2.533300145E1,-3.697604122E0,2.339999914E0,1.913999939E2,9.935046196E0,2.500000000E0
8.786817428E2,6.517827756E1,2.533299125E1,-3.258632432E0,2.230000019E0,1.886000061E2,9.935046196E0,2.500000000E0
8.796822263E2,6.517825878E1,2.533298056E1,-3.267353404E0,2.220000029E0,1.931999969E2,9.935046196E0,2.500000000E0
8.806817708E2,6.517823972E1,2.533297034E1,-3.143933024E0,2.269999981E0,1.926999969E2,9.935046196E0,2.500000000E0
8.816820179E2,6.517821960E1,2.533295960E1,-2.411320333E0,2.220000029E0,1.921999969E2,9.935046196E0,2.500000000E0
8.826815002E2,6.517819977E1,2.533294917E1,-1.998654009E0,2.240000010E0,1.941000061E2,9.935046196E0,2.500000000E0
8.836817540E2,6.517817993E1,2.533293505E1,-2.624135434E0,2.210000038E0,1.933999939E2,9.935046196E0,2.500000000E0
8.846822023E2,6.517816390E1,2.533292818E1,-1.932783717E0,1.940000057E0,1.940000000E2,3.790092468E0,2.500000000E0
8.856819929E2,6.517814814E1,2.533291983E1,-1.726051589E0,1.820000052E0,1.936999969E2,3.790092468E0,2.500000000E0
